"customerID","gender","contract","payment_method","monthly_charges","total_charges","tenure_months","churn_label","churn_value"
"9637-EIHEQ","Female","Month-to-month","Electronic check","50.8","50.8","1","Yes","1"
"9689-PTNPG","Male","Month-to-month","Electronic check","80.25","144.55","2","Yes","1"
"9465-RWMXL","Male","Month-to-month","Electronic check","78.9","2447.95","32","Yes","1"
"2362-IBOOY","Male","Month-to-month","Electronic check","84.75","3050.15","36","Yes","1"
"0843-WTBXE","Male","Month-to-month","Bank transfer (automatic)","85.45","4517.25","53","Yes","1"
"5515-IDEJJ","Male","Month-to-month","Mailed check","19.9","19.9","1","Yes","1"
"7450-NWRTR","Male","Month-to-month","Electronic check","99.45","1200.15","12","Yes","1"
"5376-DEQCP","Female","Month-to-month","Electronic check","70.6","70.6","1","Yes","1"
"9095-HFAFX","Female","Month-to-month","Credit card (automatic)","81","389.6","5","Yes","1"
"2379-ENZGV","Male","Month-to-month","Electronic check","84.85","523.5","6","Yes","1"
"6005-OBZPH","Female","Month-to-month","Electronic check","89.15","2277.65","26","Yes","1"
"7932-WPTDS","Female","Month-to-month","Electronic check","24.8","24.8","1","Yes","1"
"2722-VOJQL","Male","One year","Credit card (automatic)","105.65","6903.1","64","Yes","1"
"5228-EXCET","Male","Month-to-month","Electronic check","80.85","1008.7","13","Yes","1"
"7394-FKDNK","Female","Month-to-month","Electronic check","89.45","853.1","9","Yes","1"
"6331-LWDTQ","Male","Month-to-month","Credit card (automatic)","72.15","794.25","10","Yes","1"
"1597-FZREH","Female","Month-to-month","Electronic check","76.4","160.8","2","Yes","1"
"7000-WCEVQ","Female","Month-to-month","Mailed check","61.6","1174.35","20","Yes","1"
"0727-IWKVK","Male","Month-to-month","Electronic check","79.9","741.7","9","Yes","1"
"5959-BELXA","Male","Month-to-month","Credit card (automatic)","96.15","3019.25","32","Yes","1"
"3512-IZIKN","Female","Two year","Credit card (automatic)","65.3","4759.75","70","Yes","1"
"6141-OOXUQ","Male","Month-to-month","Mailed check","19.65","19.65","1","Yes","1"
"7503-ZGUZJ","Male","Month-to-month","Mailed check","84.65","84.65","1","Yes","1"
"2506-TNFCO","Female","Month-to-month","Electronic check","69.55","69.55","1","Yes","1"
"8718-PTMEZ","Female","Month-to-month","Electronic check","31.05","347.25","13","Yes","1"
"2207-OBZNX","Male","Month-to-month","Mailed check","51","354.05","7","Yes","1"
"6142-VSJQO","Female","Month-to-month","Bank transfer (automatic)","44.35","44.35","1","Yes","1"
"6437-UKHMV","Female","Month-to-month","Electronic check","79.7","586.05","7","Yes","1"
"1114-CENIM","Male","Month-to-month","Credit card (automatic)","55","3092.65","54","Yes","1"
"6060-DRTNL","Female","Month-to-month","Mailed check","84.85","415.55","5","Yes","1"
"8473-VUVJN","Male","Month-to-month","Electronic check","73.65","73.65","1","Yes","1"
"6289-CPNLD","Male","One year","Mailed check","73.9","2405.05","33","Yes","1"
"5536-SLHPM","Female","Month-to-month","Electronic check","77.75","4458.15","55","Yes","1"
"0196-VULGZ","Female","Month-to-month","Electronic check","84.35","474.9","6","Yes","1"
"8837-VVWLQ","Female","Month-to-month","Electronic check","84.95","668.4","8","Yes","1"
"2696-NARTR","Male","Month-to-month","Electronic check","73.85","926.25","11","Yes","1"
"7614-QVWQL","Male","One year","Bank transfer (automatic)","51.8","2541.25","49","Yes","1"
"1976-CFOCS","Female","Month-to-month","Electronic check","46","46","1","Yes","1"
"4631-OACRM","Male","Month-to-month","Electronic check","79.4","1156.1","15","Yes","1"
"3755-JBMNH","Male","Month-to-month","Bank transfer (automatic)","71.8","1167.8","16","Yes","1"
"6345-ULYRW","Male","One year","Mailed check","88.4","3912.9","44","Yes","1"
"1809-DMJHQ","Female","Month-to-month","Mailed check","46","221.7","5","Yes","1"
"6923-EFPNL","Male","Month-to-month","Credit card (automatic)","51.75","201.1","4","Yes","1"
"9574-RKJIF","Male","Month-to-month","Electronic check","94.4","2838.7","30","Yes","1"
"2619-WFQWU","Female","Month-to-month","Mailed check","70.15","70.15","1","Yes","1"
"0778-NELLA","Male","Month-to-month","Credit card (automatic)","34.7","296.1","9","Yes","1"
"4614-NUVZD","Female","Month-to-month","Electronic check","81.1","81.1","1","Yes","1"
"3803-KMQFW","Female","Month-to-month","Mailed check","20.55","20.55","1","Yes","1"
"6804-GDMOI","Female","Two year","Electronic check","106.6","6428.4","61","Yes","1"
"9572-MTILT","Male","Month-to-month","Electronic check","106.75","6252.9","59","Yes","1"
"9611-CTWIH","Female","Month-to-month","Electronic check","89.45","240.45","3","Yes","1"
"0329-GTIAJ","Female","Month-to-month","Electronic check","97.9","315.3","3","Yes","1"
"6629-CZTTH","Male","Month-to-month","Mailed check","55.7","55.7","1","Yes","1"
"5364-EVNIB","Male","Month-to-month","Electronic check","79.8","973.45","13","Yes","1"
"5087-SUURX","Female","Month-to-month","Electronic check","39.05","669.85","18","Yes","1"
"0013-EXCHZ","Female","Month-to-month","Mailed check","83.9","267.4","3","Yes","1"
"5550-VFRLC","Female","Month-to-month","Electronic check","69.85","69.85","1","Yes","1"
"4929-BSTRX","Female","Month-to-month","Mailed check","53.55","53.55","1","Yes","1"
"2225-ZRGSG","Female","Two year","Bank transfer (automatic)","93.9","6579.05","70","Yes","1"
"5271-YNWVR","Male","Two year","Electronic check","113.15","7856","68","Yes","1"
"2657-ALMWY","Female","Month-to-month","Electronic check","84.95","2169.75","26","Yes","1"
"6330-JKLPC","Male","Month-to-month","Bank transfer (automatic)","80.5","896.9","11","Yes","1"
"4667-OHGKG","Male","Month-to-month","Mailed check","19.3","19.3","1","Yes","1"
"1660-HSOOQ","Male","Month-to-month","Mailed check","49.65","49.65","1","Yes","1"
"7253-UVNDW","Female","Two year","Credit card (automatic)","54.35","2460.15","46","Yes","1"
"7228-OMTPN","Male","Month-to-month","Electronic check","88.45","370.65","4","Yes","1"
"6284-AHOOQ","Male","Month-to-month","Bank transfer (automatic)","90.5","1910.6","22","Yes","1"
"2344-JMOGN","Male","Month-to-month","Mailed check","94.85","890.6","9","Yes","1"
"3799-ISUZQ","Male","Month-to-month","Bank transfer (automatic)","69.95","529.5","7","Yes","1"
"1794-HBQTJ","Female","Month-to-month","Credit card (automatic)","48.6","48.6","1","Yes","1"
"2460-FPSYH","Female","Month-to-month","Electronic check","55.8","2109.35","40","Yes","1"
"4818-DRBQT","Male","Month-to-month","Bank transfer (automatic)","80.15","2265.25","29","Yes","1"
"1320-HTRDR","Female","Month-to-month","Electronic check","75.5","220.6","3","Yes","1"
"1493-AMTIE","Male","Month-to-month","Bank transfer (automatic)","20.2","20.2","1","Yes","1"
"6424-ELEYH","Female","Month-to-month","Credit card (automatic)","74.75","229.5","3","Yes","1"
"4391-RESHN","Male","Month-to-month","Mailed check","104.05","2470.1","23","Yes","1"
"6821-BUXUX","Female","Month-to-month","Electronic check","96.65","1244.5","13","Yes","1"
"5028-HTLJB","Male","Month-to-month","Mailed check","20.05","20.05","1","Yes","1"
"9801-GDWGV","Female","Month-to-month","Electronic check","103.45","3994.45","39","Yes","1"
"2320-JRSDE","Female","Month-to-month","Electronic check","19.9","19.9","1","Yes","1"
"0601-WZHJF","Male","Month-to-month","Electronic check","46.35","667.7","14","Yes","1"
"5143-WMWOG","Male","Month-to-month","Electronic check","19.95","19.95","1","Yes","1"
"5393-RXQSZ","Male","Month-to-month","Electronic check","79.6","79.6","1","Yes","1"
"0231-LXVAP","Male","Month-to-month","Electronic check","75.9","75.9","1","Yes","1"
"9444-JTXHZ","Male","Month-to-month","Electronic check","76.2","76.2","1","Yes","1"
"5510-BOIUJ","Male","Month-to-month","Mailed check","19.25","19.25","1","Yes","1"
"4471-KXAUH","Female","Month-to-month","Electronic check","84.3","3588.4","42","Yes","1"
"7638-QVMVY","Female","Month-to-month","Electronic check","79","522.95","7","Yes","1"
"3244-DCJWY","Female","Month-to-month","Electronic check","70.25","70.25","1","Yes","1"
"0875-CABNR","Female","Month-to-month","Credit card (automatic)","84.6","865.55","10","Yes","1"
"7812-FZHPE","Female","Month-to-month","Mailed check","24.1","409.9","17","Yes","1"
"4797-AXPXK","Female","Month-to-month","Electronic check","60","60","1","Yes","1"
"5229-PRWKT","Male","Month-to-month","Electronic check","86.55","649.65","8","Yes","1"
"6982-UQZLY","Female","Month-to-month","Mailed check","20.85","20.85","1","Yes","1"
"5057-LCOUI","Female","Month-to-month","Electronic check","50.75","2011.4","39","Yes","1"
"0193-ESZXP","Female","One year","Credit card (automatic)","105.5","6205.5","58","Yes","1"
"4369-HTUIF","Male","Month-to-month","Bank transfer (automatic)","85.15","503.6","6","Yes","1"
"0156-FVPTA","Male","Month-to-month","Electronic check","54.2","1152.7","22","Yes","1"
"1984-FCOWB","Female","One year","Electronic check","109.5","7674.55","70","Yes","1"
"0654-HMSHN","Male","Month-to-month","Electronic check","104.4","2157.95","21","Yes","1"
"5287-QWLKY","Male","Month-to-month","Credit card (automatic)","105.1","7548.1","71","Yes","1"
"5196-SGOAK","Female","Month-to-month","Electronic check","75.7","75.7","1","Yes","1"
"1891-UAWWU","Female","Month-to-month","Electronic check","90.8","1951","20","Yes","1"
"6108-OQZDQ","Female","Month-to-month","Electronic check","97.95","384.5","4","Yes","1"
"0363-QJVFX","Male","Month-to-month","Credit card (automatic)","108.15","3432.9","32","Yes","1"
"9840-DVNDC","Male","Month-to-month","Credit card (automatic)","80.5","463.05","6","Yes","1"
"3096-JRDSO","Female","Month-to-month","Bank transfer (automatic)","104.3","2867.75","27","Yes","1"
"8042-JVNFH","Male","Month-to-month","Mailed check","71.35","71.35","1","Yes","1"
"3374-LXDEV","Female","Month-to-month","Electronic check","89.4","1132.35","13","Yes","1"
"5049-GLYVG","Male","Month-to-month","Mailed check","20.6","20.6","1","Yes","1"
"5883-GTGVD","Male","Month-to-month","Electronic check","99.95","1931.75","19","Yes","1"
"4817-QRJSX","Female","Month-to-month","Credit card (automatic)","81","818.05","10","Yes","1"
"2398-YPMUR","Female","Month-to-month","Electronic check","70.15","916.75","13","Yes","1"
"9985-MWVIX","Female","Month-to-month","Mailed check","70.15","70.15","1","Yes","1"
"1265-XTECC","Female","One year","Credit card (automatic)","96.55","6581.9","68","Yes","1"
"2237-ZFSMY","Female","One year","Electronic check","95.55","3692.85","39","Yes","1"
"4871-JTKJF","Female","Month-to-month","Electronic check","69.65","69.65","1","Yes","1"
"1415-YFWLT","Female","Month-to-month","Electronic check","89.3","89.3","1","Yes","1"
"6711-VTNRE","Female","Month-to-month","Electronic check","87.55","3078.1","36","Yes","1"
"3500-RMZLT","Female","Month-to-month","Mailed check","96.3","1426.75","15","Yes","1"
"4548-SDBKE","Female","Month-to-month","Electronic check","85.2","474.8","5","Yes","1"
"8066-POXGX","Female","Month-to-month","Electronic check","35.1","446.1","13","Yes","1"
"4143-OOBWZ","Male","Month-to-month","Electronic check","81.3","416.3","5","Yes","1"
"7854-EKTJL","Female","Month-to-month","Electronic check","19.6","35.85","2","Yes","1"
"9102-IAYHT","Female","Month-to-month","Electronic check","85.45","1451.6","17","Yes","1"
"3422-LYEPQ","Male","Month-to-month","Electronic check","71","71","1","Yes","1"
"2642-DTVCO","Male","Month-to-month","Electronic check","85.05","746.5","9","Yes","1"
"4361-JEIVL","Male","Month-to-month","Electronic check","44.4","44.4","1","Yes","1"
"1363-TXLSL","Male","Month-to-month","Electronic check","70.3","70.3","1","Yes","1"
"9507-EXLTT","Female","Month-to-month","Bank transfer (automatic)","79.35","79.35","1","Yes","1"
"9846-GKXAS","Female","Month-to-month","Bank transfer (automatic)","90.8","809.75","9","Yes","1"
"6017-PPLPX","Male","Month-to-month","Electronic check","70.45","1470.95","20","Yes","1"
"7136-RVDTZ","Male","One year","Electronic check","45.25","3264.45","70","Yes","1"
"4581-SSPWD","Female","Month-to-month","Electronic check","75.8","246.3","3","Yes","1"
"6927-WTFIV","Male","Month-to-month","Credit card (automatic)","71.3","1389.2","20","Yes","1"
"3398-ZOUAA","Male","Month-to-month","Electronic check","69.1","1474.75","21","Yes","1"
"0378-NHQXU","Female","Month-to-month","Electronic check","88.25","1460.65","17","Yes","1"
"4512-ZUIYL","Female","Month-to-month","Bank transfer (automatic)","70","153.05","2","Yes","1"
"7969-AULMZ","Female","Month-to-month","Electronic check","97.35","2119.5","21","Yes","1"
"0568-ONFPC","Male","Month-to-month","Bank transfer (automatic)","25.9","135","5","Yes","1"
"0733-VUNUW","Male","Month-to-month","Bank transfer (automatic)","55.65","1400.55","24","Yes","1"
"4550-EVXNY","Female","Month-to-month","Electronic check","69.65","69.65","1","Yes","1"
"2968-SSGAA","Female","Month-to-month","Electronic check","100.6","1060.2","10","Yes","1"
"4844-JJWUY","Female","Month-to-month","Electronic check","86","86","1","Yes","1"
"6777-TGHTM","Female","One year","Credit card (automatic)","106.95","5785.5","53","Yes","1"
"3538-WZPHD","Male","Month-to-month","Electronic check","29.6","79.45","3","Yes","1"
"4785-QRJHC","Male","One year","Bank transfer (automatic)","59.9","2816.65","46","Yes","1"
"8610-WFCJF","Female","Month-to-month","Electronic check","95.6","4783.5","49","Yes","1"
"4905-JEFDW","Male","One year","Electronic check","41.6","470.6","11","Yes","1"
"7881-INRLC","Male","Month-to-month","Credit card (automatic)","100.85","4740","45","Yes","1"
"0117-LFRMW","Male","Month-to-month","Bank transfer (automatic)","40.2","1448.8","37","Yes","1"
"6172-FECYY","Male","Month-to-month","Electronic check","84.5","4254.85","49","Yes","1"
"1965-AKTSX","Female","Month-to-month","Electronic check","78.95","1101.85","14","Yes","1"
"4786-UKSNZ","Male","Month-to-month","Mailed check","20.2","20.2","1","Yes","1"
"7248-VZQLC","Female","Month-to-month","Bank transfer (automatic)","85.2","3969.35","47","Yes","1"
"0011-IGKFF","Male","Month-to-month","Electronic check","98","1237.85","13","Yes","1"
"4192-GORJT","Male","Month-to-month","Electronic check","94.45","498.1","5","Yes","1"
"6496-SLWHQ","Male","Month-to-month","Electronic check","105","294.45","3","Yes","1"
"9912-GVSEQ","Female","Month-to-month","Electronic check","93.85","2381.55","26","Yes","1"
"5383-MMTWC","Female","Month-to-month","Electronic check","84","613.4","8","Yes","1"
"7240-ETPTR","Female","Month-to-month","Electronic check","48.75","442.2","9","Yes","1"
"2202-CUYXZ","Male","Month-to-month","Electronic check","84.85","84.85","1","Yes","1"
"5995-OIGLP","Male","Month-to-month","Mailed check","56.65","654.85","12","Yes","1"
"6261-RCVNS","Female","One year","Credit card (automatic)","73.9","3160.55","42","Yes","1"
"7951-QKZPL","Female","Two year","Mailed check","24.5","740.3","33","Yes","1"
"3640-PHQXK","Female","Month-to-month","Electronic check","89.9","2806.9","31","Yes","1"
"6877-LGWXO","Male","Month-to-month","Electronic check","78.55","1422.65","18","Yes","1"
"8019-ENHXU","Male","Month-to-month","Electronic check","99.45","4138.05","42","Yes","1"
"5167-GBFRE","Male","Month-to-month","Bank transfer (automatic)","25.2","102.5","4","Yes","1"
"9033-EOXWV","Female","One year","Mailed check","74.05","872.65","12","Yes","1"
"1324-NLTJE","Female","Month-to-month","Credit card (automatic)","55","757.1","15","Yes","1"
"1522-VVDMG","Male","Month-to-month","Electronic check","89.75","608.8","7","Yes","1"
"9185-TQCVP","Male","Month-to-month","Electronic check","85.15","1139.2","14","Yes","1"
"5567-WSELE","Male","Month-to-month","Electronic check","94.6","279.55","3","Yes","1"
"8063-RJYNF","Male","Month-to-month","Electronic check","94.25","1483.25","16","Yes","1"
"0687-ZVTHB","Male","One year","Credit card (automatic)","72.45","4653.85","65","Yes","1"
"9661-ACXBS","Female","Month-to-month","Electronic check","105.2","4400.75","42","Yes","1"
"3727-RJMEO","Male","Month-to-month","Electronic check","82.85","460.25","6","Yes","1"
"6646-VRFOL","Male","Month-to-month","Electronic check","103.85","5485.5","53","Yes","1"
"5685-IIXLY","Female","Month-to-month","Electronic check","83.6","404.2","5","Yes","1"
"4250-ZBWLV","Male","One year","Electronic check","108.45","7176.55","68","Yes","1"
"5095-AESKG","Female","Month-to-month","Credit card (automatic)","91.5","242.95","3","Yes","1"
"1871-MOWRM","Male","Month-to-month","Bank transfer (automatic)","80.85","866.45","12","Yes","1"
"2027-OAQQC","Female","Month-to-month","Bank transfer (automatic)","49.05","2076.2","43","Yes","1"
"9090-SGQXL","Male","Month-to-month","Electronic check","105.3","7299.65","68","Yes","1"
"6595-YGXIT","Male","Month-to-month","Electronic check","88.95","2291.2","25","Yes","1"
"9835-ZIITK","Male","One year","Electronic check","110.85","7491.75","66","Yes","1"
"1555-DJEQW","Female","Two year","Bank transfer (automatic)","114.2","7723.9","70","Yes","1"
